NACE21_CODE	LEVEL	NACE21_HEADING	NACE2_CODE	NACE2_HEADING	Common_Content	Mapping_Type
"28.13"	"4"	"28.13 Manufacture of other pumps and compressors"	"28.13"	"28.13 Manufacture of other pumps and compressors"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 28.13 is mapped to NACE Rev. 2 class 28.13"
"28.14"	"4"	"28.14 Manufacture of other taps and valves"	"28.14"	"28.14 Manufacture of other taps and valves"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 28.14 is mapped to NACE Rev. 2 class 28.14"
"28.15"	"4"	"28.15 Manufacture of bearings, gears, gearing and driving elements"	"28.15"	"28.15 Manufacture of bearings, gears, gearing and driving elements"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 28.15 is mapped to NACE Rev. 2 class 28.15"
"28.2"	"3"	"28.2 Manufacture of other general-purpose machinery"	"28.2"	"28.2 Manufacture of other general-purpose machinery"		"NACE Rev. 2.1 group 28.2 is mapped to NACE Rev. 2 group 28.2"
"28.21"	"4"	"28.21 Manufacture of ovens, furnaces and permanent household heating equipment"	"28.21"	"28.21 Manufacture of ovens, furnaces and furnace burners"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 28.21 is mapped to NACE Rev. 2 class 28.21"
"28.22"	"4"	"28.22 Manufacture of lifting and handling equipment"	"28.22"	"28.22 Manufacture of lifting and handling equipment"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 28.22 is mapped to NACE Rev. 2 class 28.22"
"28.23"	"4"	"28.23 Manufacture of office machinery and equipment, except computers and peripheral equipment"	"28.23"	"28.23 Manufacture of office machinery and equipment (except computers and peripheral equipment)"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 28.23 is mapped to NACE Rev. 2 class 28.23"
"28.24"	"4"	"28.24 Manufacture of power-driven hand tools"	"28.24"	"28.24 Manufacture of power-driven hand tools"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 28.24 is mapped to NACE Rev. 2 class 28.24"
"28.25"	"4"	"28.25 Manufacture of non-domestic air conditioning equipment"	"28.25"	"28.25 Manufacture of non-domestic cooling and ventilation equipment"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 28.25 is mapped to NACE Rev. 2 class 28.25"
"28.29"	"4"	"28.29 Manufacture of other general-purpose machinery n.e.c."	"28.29"	"28.29 Manufacture of other general-purpose machinery n.e.c."	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 28.29 is mapped to NACE Rev. 2 class 28.29"
"28.3"	"3"	"28.3 Manufacture of agricultural and forestry machinery"	"28.3"	"28.3 Manufacture of agricultural and forestry machinery"		"NACE Rev. 2.1 group 28.3 is mapped to NACE Rev. 2 groups 28.3, 28.9"
"28.3"	"3"	"28.3 Manufacture of agricultural and forestry machinery"	"28.9"	"28.9 Manufacture of other special-purpose machinery"		"NACE Rev. 2.1 group 28.3 is mapped to NACE Rev. 2 groups 28.3, 28.9"
"28.30"	"4"	"28.30 Manufacture of agricultural and forestry machinery"	"28.30"	"28.30 Manufacture of agricultural and forestry machinery"		"NACE Rev. 2.1 class 28.30 is mapped to NACE Rev. 2 classes 28.30, 28.92"
"28.30"	"4"	"28.30 Manufacture of agricultural and forestry machinery"	"28.92"	"28.92 Manufacture of machinery for mining, quarrying and construction"		"NACE Rev. 2.1 class 28.30 is mapped to NACE Rev. 2 classes 28.30, 28.92"
"28.4"	"3"	"28.4 Manufacture of metal forming machinery and machine tools"	"28.4"	"28.4 Manufacture of metal forming machinery and machine tools"		"NACE Rev. 2.1 group 28.4 is mapped to NACE Rev. 2 group 28.4"
"28.41"	"4"	"28.41 Manufacture of metal forming machinery and machine tools for metal work"	"28.41"	"28.41 Manufacture of metal forming machinery"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 28.41 is mapped to NACE Rev. 2 class 28.41"
"28.42"	"4"	"28.42 Manufacture of other machine tools"	"28.49"	"28.49 Manufacture of other machine tools"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 28.42 is mapped to NACE Rev. 2 class 28.49"
"28.9"	"3"	"28.9 Manufacture of other special-purpose machinery"	"28.9"	"28.9 Manufacture of other special-purpose machinery"		"NACE Rev. 2.1 group 28.9 is mapped to NACE Rev. 2 group 28.9"
"28.91"	"4"	"28.91 Manufacture of machinery for metallurgy"	"28.91"	"28.91 Manufacture of machinery for metallurgy"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 28.91 is mapped to NACE Rev. 2 class 28.91"
"28.92"	"4"	"28.92 Manufacture of machinery for mining, quarrying and construction"	"28.92"	"28.92 Manufacture of machinery for mining, quarrying and construction"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 28.92 is mapped to NACE Rev. 2 class 28.92"
"28.93"	"4"	"28.93 Manufacture of machinery for food, beverage and tobacco processing"	"28.93"	"28.93 Manufacture of machinery for food, beverage and tobacco processing"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 28.93 is mapped to NACE Rev. 2 class 28.93"
"28.94"	"4"	"28.94 Manufacture of machinery for textile, apparel and leather production"	"28.94"	"28.94 Manufacture of machinery for textile, apparel and leather production"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 28.94 is mapped to NACE Rev. 2 class 28.94"
"28.95"	"4"	"28.95 Manufacture of machinery for paper and paperboard production"	"28.95"	"28.95 Manufacture of machinery for paper and paperboard production"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 28.95 is mapped to NACE Rev. 2 class 28.95"
"28.96"	"4"	"28.96 Manufacture of plastics and rubber machinery"	"28.96"	"28.96 Manufacture of plastics and rubber machinery"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 28.96 is mapped to NACE Rev. 2 class 28.96"
"28.97"	"4"	"28.97 Manufacture of additive manufacturing machinery"	"28.96"	"28.96 Manufacture of plastics and rubber machinery"		"NACE Rev. 2.1 class 28.97 is mapped to NACE Rev. 2 classes 28.96, 28.99"
"28.97"	"4"	"28.97 Manufacture of additive manufacturing machinery"	"28.99"	"28.99 Manufacture of other special-purpose machinery n.e.c."		"NACE Rev. 2.1 class 28.97 is mapped to NACE Rev. 2 classes 28.96, 28.99"
"28.99"	"4"	"28.99 Manufacture of other special-purpose machinery n.e.c."	"28.99"	"28.99 Manufacture of other special-purpose machinery n.e.c."	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 28.99 is mapped to NACE Rev. 2 class 28.99"
"29"	"2"	"29 Manufacture of motor vehicles, trailers and semi-trailers"	"23"	"23 Manufacture of other non-metallic mineral products"		"NACE Rev. 2.1 division 29 is mapped to NACE Rev. 2 divisions 23, 27, 28, 29"
"29"	"2"	"29 Manufacture of motor vehicles, trailers and semi-trailers"	"27"	"27 Manufacture of electrical equipment"		"NACE Rev. 2.1 division 29 is mapped to NACE Rev. 2 divisions 23, 27, 28, 29"
"29"	"2"	"29 Manufacture of motor vehicles, trailers and semi-trailers"	"28"	"28 Manufacture of machinery and equipment n.e.c."		"NACE Rev. 2.1 division 29 is mapped to NACE Rev. 2 divisions 23, 27, 28, 29"
"29"	"2"	"29 Manufacture of motor vehicles, trailers and semi-trailers"	"29"	"29 Manufacture of motor vehicles, trailers and semi-trailers"		"NACE Rev. 2.1 division 29 is mapped to NACE Rev. 2 divisions 23, 27, 28, 29"
"29.1"	"3"	"29.1 Manufacture of motor vehicles"	"27.1"	"27.1 Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus"		"NACE Rev. 2.1 group 29.1 is mapped to NACE Rev. 2 groups 27.1, 29.1"
"29.1"	"3"	"29.1 Manufacture of motor vehicles"	"29.1"	"29.1 Manufacture of motor vehicles"		"NACE Rev. 2.1 group 29.1 is mapped to NACE Rev. 2 groups 27.1, 29.1"
"29.10"	"4"	"29.10 Manufacture of motor vehicles"	"27.11"	"27.11 Manufacture of electric motors, generators and transformers"		"NACE Rev. 2.1 class 29.10 is mapped to NACE Rev. 2 classes 27.11, 29.10"
"29.10"	"4"	"29.10 Manufacture of motor vehicles"	"29.10"	"29.10 Manufacture of motor vehicles"		"NACE Rev. 2.1 class 29.10 is mapped to NACE Rev. 2 classes 27.11, 29.10"
"29.2"	"3"	"29.2 Manufacture of bodies and coachwork for motor vehicles; manufacture of trailers and semi-trailers"	"29.2"	"29.2 Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers"		"NACE Rev. 2.1 group 29.2 is mapped to NACE Rev. 2 group 29.2"
"29.20"	"4"	"29.20 Manufacture of bodies and coachwork for motor vehicles; manufacture of trailers and semi-trailers"	"29.20"	"29.20 Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 29.20 is mapped to NACE Rev. 2 class 29.20"
"29.3"	"3"	"29.3 Manufacture of motor vehicle parts and accessories"	"23.1"	"23.1 Manufacture of glass and glass products"		"NACE Rev. 2.1 group 29.3 is mapped to NACE Rev. 2 groups 23.1, 27.9, 28.1, 28.2, 29.3"
"29.3"	"3"	"29.3 Manufacture of motor vehicle parts and accessories"	"27.9"	"27.9 Manufacture of other electrical equipment"		"NACE Rev. 2.1 group 29.3 is mapped to NACE Rev. 2 groups 23.1, 27.9, 28.1, 28.2, 29.3"
"29.3"	"3"	"29.3 Manufacture of motor vehicle parts and accessories"	"28.1"	"28.1 Manufacture of general-purpose machinery"		"NACE Rev. 2.1 group 29.3 is mapped to NACE Rev. 2 groups 23.1, 27.9, 28.1, 28.2, 29.3"
"29.3"	"3"	"29.3 Manufacture of motor vehicle parts and accessories"	"28.2"	"28.2 Manufacture of other general-purpose machinery"		"NACE Rev. 2.1 group 29.3 is mapped to NACE Rev. 2 groups 23.1, 27.9, 28.1, 28.2, 29.3"
"29.3"	"3"	"29.3 Manufacture of motor vehicle parts and accessories"	"29.3"	"29.3 Manufacture of parts and accessories for motor vehicles"		"NACE Rev. 2.1 group 29.3 is mapped to NACE Rev. 2 groups 23.1, 27.9, 28.1, 28.2, 29.3"
"29.31"	"4"	"29.31 Manufacture of electrical and electronic equipment for motor vehicles"	"27.90"	"27.90 Manufacture of other electrical equipment"		"NACE Rev. 2.1 class 29.31 is mapped to NACE Rev. 2 classes 27.90, 29.31"
"29.31"	"4"	"29.31 Manufacture of electrical and electronic equipment for motor vehicles"	"29.31"	"29.31 Manufacture of electrical and electronic equipment for motor vehicles"		"NACE Rev. 2.1 class 29.31 is mapped to NACE Rev. 2 classes 27.90, 29.31"
"29.32"	"4"	"29.32 Manufacture of other parts and accessories for motor vehicles"	"23.12"	"23.12 Shaping and processing of flat glass"		"NACE Rev. 2.1 class 29.32 is mapped to NACE Rev. 2 classes 23.12, 28.11, 28.25, 29.32"
"29.32"	"4"	"29.32 Manufacture of other parts and accessories for motor vehicles"	"28.11"	"28.11 Manufacture of engines and turbines, except aircraft, vehicle and cycle engines"		"NACE Rev. 2.1 class 29.32 is mapped to NACE Rev. 2 classes 23.12, 28.11, 28.25, 29.32"
"29.32"	"4"	"29.32 Manufacture of other parts and accessories for motor vehicles"	"28.25"	"28.25 Manufacture of non-domestic cooling and ventilation equipment"		"NACE Rev. 2.1 class 29.32 is mapped to NACE Rev. 2 classes 23.12, 28.11, 28.25, 29.32"
"29.32"	"4"	"29.32 Manufacture of other parts and accessories for motor vehicles"	"29.32"	"29.32 Manufacture of other parts and accessories for motor vehicles"		"NACE Rev. 2.1 class 29.32 is mapped to NACE Rev. 2 classes 23.12, 28.11, 28.25, 29.32"
"30"	"2"	"30 Manufacture of other transport equipment"	"28"	"28 Manufacture of machinery and equipment n.e.c."		"NACE Rev. 2.1 division 30 is mapped to NACE Rev. 2 divisions 28, 30"
"30"	"2"	"30 Manufacture of other transport equipment"	"30"	"30 Manufacture of other transport equipment"		"NACE Rev. 2.1 division 30 is mapped to NACE Rev. 2 divisions 28, 30"
"30.1"	"3"	"30.1 Building of ships and boats"	"30.1"	"30.1 Building of ships and boats"		"NACE Rev. 2.1 group 30.1 is mapped to NACE Rev. 2 group 30.1"
"30.11"	"4"	"30.11 Building of civilian ships and floating structures"	"30.11"	"30.11 Building of ships and floating structures"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 30.11 is mapped to NACE Rev. 2 class 30.11"
"30.12"	"4"	"30.12 Building of pleasure and sporting boats"	"30.12"	"30.12 Building of pleasure and sporting boats"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 30.12 is mapped to NACE Rev. 2 class 30.12"
"30.13"	"4"	"30.13 Building of military ships and vessels"	"30.11"	"30.11 Building of ships and floating structures"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 30.13 is mapped to NACE Rev. 2 class 30.11"
"30.2"	"3"	"30.2 Manufacture of railway locomotives and rolling stock"	"30.2"	"30.2 Manufacture of railway locomotives and rolling stock"		"NACE Rev. 2.1 group 30.2 is mapped to NACE Rev. 2 group 30.2"
"30.20"	"4"	"30.20 Manufacture of railway locomotives and rolling stock"	"30.20"	"30.20 Manufacture of railway locomotives and rolling stock"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 30.20 is mapped to NACE Rev. 2 class 30.20"
"30.3"	"3"	"30.3 Manufacture of air and spacecraft and related machinery"	"30.3"	"30.3 Manufacture of air and spacecraft and related machinery"		"NACE Rev. 2.1 group 30.3 is mapped to NACE Rev. 2 group 30.3"
"30.31"	"4"	"30.31 Manufacture of civilian air and spacecraft and related machinery"	"30.30"	"30.30 Manufacture of air and spacecraft and related machinery"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 30.31 is mapped to NACE Rev. 2 class 30.30"
"30.32"	"4"	"30.32 Manufacture of military air and spacecraft and related machinery"	"30.30"	"30.30 Manufacture of air and spacecraft and related machinery"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 30.32 is mapped to NACE Rev. 2 class 30.30"
"30.4"	"3"	"30.4 Manufacture of military fighting vehicles"	"30.4"	"30.4 Manufacture of military fighting vehicles"		"NACE Rev. 2.1 group 30.4 is mapped to NACE Rev. 2 group 30.4"
"30.40"	"4"	"30.40 Manufacture of military fighting vehicles"	"30.40"	"30.40 Manufacture of military fighting vehicles"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 30.40 is mapped to NACE Rev. 2 class 30.40"
"30.9"	"3"	"30.9 Manufacture of transport equipment n.e.c."	"28.1"	"28.1 Manufacture of general-purpose machinery"		"NACE Rev. 2.1 group 30.9 is mapped to NACE Rev. 2 groups 28.1, 30.9"
"30.9"	"3"	"30.9 Manufacture of transport equipment n.e.c."	"30.9"	"30.9 Manufacture of transport equipment n.e.c."		"NACE Rev. 2.1 group 30.9 is mapped to NACE Rev. 2 groups 28.1, 30.9"
"30.91"	"4"	"30.91 Manufacture of motorcycles"	"28.11"	"28.11 Manufacture of engines and turbines, except aircraft, vehicle and cycle engines"		"NACE Rev. 2.1 class 30.91 is mapped to NACE Rev. 2 classes 28.11, 30.91"
"30.91"	"4"	"30.91 Manufacture of motorcycles"	"30.91"	"30.91 Manufacture of motorcycles"		"NACE Rev. 2.1 class 30.91 is mapped to NACE Rev. 2 classes 28.11, 30.91"
"30.92"	"4"	"30.92 Manufacture of bicycles and invalid carriages"	"30.91"	"30.91 Manufacture of motorcycles"		"NACE Rev. 2.1 class 30.92 is mapped to NACE Rev. 2 classes 30.91, 30.92"
"30.92"	"4"	"30.92 Manufacture of bicycles and invalid carriages"	"30.92"	"30.92 Manufacture of bicycles and invalid carriages"		"NACE Rev. 2.1 class 30.92 is mapped to NACE Rev. 2 classes 30.91, 30.92"
"30.99"	"4"	"30.99 Manufacture of other transport equipment n.e.c."	"30.99"	"30.99 Manufacture of other transport equipment n.e.c."	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 30.99 is mapped to NACE Rev. 2 class 30.99"
"31"	"2"	"31 Manufacture of furniture"	"31"	"31 Manufacture of furniture"		"NACE Rev. 2.1 division 31 is mapped to NACE Rev. 2 division 31"
"31.0"	"3"	"31.0 Manufacture of furniture"	"31.0"	"31.0 Manufacture of furniture"		"NACE Rev. 2.1 group 31.0 is mapped to NACE Rev. 2 group 31.0"
"31.00"	"4"	"31.00 Manufacture of furniture"	"31.01"	"31.01 Manufacture of office and shop furniture"		"NACE Rev. 2.1 class 31.00 is mapped to NACE Rev. 2 classes 31.01, 31.02, 31.03, 31.09"
"31.00"	"4"	"31.00 Manufacture of furniture"	"31.02"	"31.02 Manufacture of kitchen furniture"		"NACE Rev. 2.1 class 31.00 is mapped to NACE Rev. 2 classes 31.01, 31.02, 31.03, 31.09"
"31.00"	"4"	"31.00 Manufacture of furniture"	"31.03"	"31.03 Manufacture of mattresses"		"NACE Rev. 2.1 class 31.00 is mapped to NACE Rev. 2 classes 31.01, 31.02, 31.03, 31.09"
"31.00"	"4"	"31.00 Manufacture of furniture"	"31.09"	"31.09 Manufacture of other furniture"		"NACE Rev. 2.1 class 31.00 is mapped to NACE Rev. 2 classes 31.01, 31.02, 31.03, 31.09"
"32"	"2"	"32 Other manufacturing"	"27"	"27 Manufacture of electrical equipment"		"NACE Rev. 2.1 division 32 is mapped to NACE Rev. 2 divisions 27, 32"
